concept,source_model,target_model,src_hidden_dim,tgt_hidden_dim,is_same_dim,raw_cosine,aligned_cosine,alignment_gain,same_dim
credibility,EleutherAI/gpt-neo-125m,EleutherAI/pythia-160m,768,768,True,0.02813212641388274,0.9991702280716583,0.9710381016577756,True
credibility,EleutherAI/gpt-neo-125m,facebook/opt-125m,768,768,True,0.055608058442476085,0.9993339021352874,0.9437258436928113,True
credibility,EleutherAI/gpt-neo-125m,openai-community/gpt2,768,768,True,-0.047611124920092236,0.999241308970761,1.0468524338908534,True
credibility,EleutherAI/pythia-1.4b,EleutherAI/pythia-1b,2048,2048,True,-0.008698583003225426,0.9992101233941983,1.0079087063974237,True
credibility,EleutherAI/pythia-1.4b,Qwen/Qwen2.5-3B,2048,2048,True,-0.0008908561942658178,0.999345667081091,1.0002365232753567,True
credibility,EleutherAI/pythia-1.4b,Qwen/Qwen2.5-3B-Instruct,2048,2048,True,-0.009899423432284383,0.9989663118329318,1.0088657352652162,True
credibility,EleutherAI/pythia-1.4b,facebook/opt-1.3b,2048,2048,True,-0.00039728245681603606,0.9964973355663622,0.9968946180231782,True
credibility,EleutherAI/pythia-1.4b,meta-llama/Llama-3.2-1B,2048,2048,True,-0.010341416949284758,0.9987552138470075,1.0090966307962923,True
credibility,EleutherAI/pythia-1.4b,meta-llama/Llama-3.2-1B-Instruct,2048,2048,True,-0.016124094094555154,0.9991984488586704,1.0153225429532255,True
credibility,EleutherAI/pythia-12b,Qwen/Qwen2.5-14B,5120,5120,True,-0.018099178253285667,0.9989379483486361,1.0170371266019218,True
credibility,EleutherAI/pythia-12b,Qwen/Qwen2.5-32B,5120,5120,True,0.022260723417670124,0.9991978257769483,0.9769371023592781,True
credibility,EleutherAI/pythia-160m,EleutherAI/gpt-neo-125m,768,768,True,0.02813212641388274,0.9991702280716583,0.9710381016577756,True
credibility,EleutherAI/pythia-160m,facebook/opt-125m,768,768,True,-0.0070203451264130405,0.9986338540165707,1.0056541991429837,True
credibility,EleutherAI/pythia-160m,openai-community/gpt2,768,768,True,0.02378209657503251,0.9992539986098922,0.9754719020348597,True
credibility,EleutherAI/pythia-1b,EleutherAI/pythia-1.4b,2048,2048,True,-0.008698583003225426,0.9992101233941983,1.0079087063974237,True
credibility,EleutherAI/pythia-1b,Qwen/Qwen2.5-3B,2048,2048,True,0.022113453838824782,0.9989121824108357,0.9767987285720109,True
credibility,EleutherAI/pythia-1b,Qwen/Qwen2.5-3B-Instruct,2048,2048,True,0.017113248957978645,0.9994630744397854,0.9823498254818068,True
credibility,EleutherAI/pythia-1b,facebook/opt-1.3b,2048,2048,True,0.022070689022311976,0.9947301835688717,0.9726594945465596,True
credibility,EleutherAI/pythia-1b,meta-llama/Llama-3.2-1B,2048,2048,True,0.02526712578806174,0.9988599722195589,0.9735928464314971,True
credibility,EleutherAI/pythia-1b,meta-llama/Llama-3.2-1B-Instruct,2048,2048,True,0.014119728567602116,0.9993947535795084,0.9852750250119062,True
credibility,EleutherAI/pythia-2.8b,facebook/opt-2.7b,2560,2560,True,0.010872467487418176,0.9964145110682446,0.9855420435808264,True
credibility,EleutherAI/pythia-2.8b,microsoft/phi-2,2560,2560,True,0.0047550943506423455,0.9988220651368249,0.9940669707861826,True
credibility,EleutherAI/pythia-410m,facebook/opt-350m,1024,1024,True,0.008613222166992767,0.9959182713164646,0.9873050491494718,True
credibility,EleutherAI/pythia-410m,openai-community/gpt2-medium,1024,1024,True,0.029768023461693438,0.9987751387754075,0.9690071153137141,True
credibility,EleutherAI/pythia-6.9b,facebook/opt-6.7b,4096,4096,True,0.010198894901685393,0.9648477869874202,0.9546488920857349,True
credibility,EleutherAI/pythia-6.9b,meta-llama/Llama-3.1-8B,4096,4096,True,-0.0020813305927006604,0.9983072191747616,1.0003885497674623,True
credibility,EleutherAI/pythia-6.9b,meta-llama/Llama-3.1-8B-Instruct,4096,4096,True,0.0025267455587221835,0.9980690094037818,0.9955422638450596,True
credibility,EleutherAI/pythia-6.9b,mistralai/Mistral-7B-Instruct-v0.3,4096,4096,True,-0.018220230166045216,0.9985425333681531,1.0167627635341983,True
credibility,EleutherAI/pythia-6.9b,mistralai/Mistral-7B-v0.3,4096,4096,True,-0.017583192222868704,0.9981161408143377,1.0156993330372064,True
credibility,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,896,896,True,0.9645168606159423,0.9994619032610669,0.03494504264512455,True
credibility,Qwen/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B,896,896,True,0.9645168606159423,0.9994619032610667,0.034945042645124325,True
credibility,Qwen/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B-Instruct,1536,1536,True,0.8337838821135491,0.9994468510957383,0.16566296898218913,True
credibility,Qwen/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B,1536,1536,True,0.8337838821135491,0.9994468510957382,0.16566296898218902,True
credibility,Qwen/Qwen2.5-14B,EleutherAI/pythia-12b,5120,5120,True,-0.018099178253285667,0.998937948348636,1.0170371266019218,True
credibility,Qwen/Qwen2.5-14B,Qwen/Qwen2.5-32B,5120,5120,True,0.25303601039831713,0.999053535068297,0.7460175246699798,True
credibility,Qwen/Qwen2.5-32B,EleutherAI/pythia-12b,5120,5120,True,0.022260723417670124,0.9991978257769483,0.9769371023592781,True
credibility,Qwen/Qwen2.5-32B,Qwen/Qwen2.5-14B,5120,5120,True,0.25303601039831713,0.999053535068297,0.7460175246699798,True
credibility,Qwen/Qwen2.5-3B,EleutherAI/pythia-1.4b,2048,2048,True,-0.0008908561942658178,0.9993456670810911,1.000236523275357,True
credibility,Qwen/Qwen2.5-3B,EleutherAI/pythia-1b,2048,2048,True,0.022113453838824782,0.998912182410836,0.9767987285720112,True
credibility,Qwen/Qwen2.5-3B,Qwen/Qwen2.5-3B-Instruct,2048,2048,True,0.8750253212450694,0.9993421130433534,0.12431679179828403,True
credibility,Qwen/Qwen2.5-3B,facebook/opt-1.3b,2048,2048,True,-0.012868658971774978,0.9946172666640645,1.0074859256358395,True
credibility,Qwen/Qwen2.5-3B,meta-llama/Llama-3.2-1B,2048,2048,True,0.03283829000141844,0.9988339891166751,0.9659956991152566,True
credibility,Qwen/Qwen2.5-3B,meta-llama/Llama-3.2-1B-Instruct,2048,2048,True,0.02996265887565103,0.9991801021086664,0.9692174432330153,True
credibility,Qwen/Qwen2.5-3B-Instruct,EleutherAI/pythia-1.4b,2048,2048,True,-0.009899423432284383,0.998966311832932,1.0088657352652164,True
credibility,Qwen/Qwen2.5-3B-Instruct,EleutherAI/pythia-1b,2048,2048,True,0.017113248957978645,0.9994630744397855,0.9823498254818069,True
credibility,Qwen/Qwen2.5-3B-Instruct,Qwen/Qwen2.5-3B,2048,2048,True,0.8750253212450694,0.9993421130433532,0.12431679179828381,True
credibility,Qwen/Qwen2.5-3B-Instruct,facebook/opt-1.3b,2048,2048,True,-0.031169309640662182,0.9978861075547887,1.029055417195451,True
credibility,Qwen/Qwen2.5-3B-Instruct,meta-llama/Llama-3.2-1B,2048,2048,True,0.03414995939432047,0.999551008764804,0.9654010493704834,True
credibility,Qwen/Qwen2.5-3B-Instruct,meta-llama/Llama-3.2-1B-Instruct,2048,2048,True,0.035097925145993726,0.9996915032264404,0.9645935780804467,True
credibility,Qwen/Qwen2.5-72B,meta-llama/Llama-3.1-70B,8192,8192,True,-0.01358904912332787,0.9927619265538535,1.0063509756771813,True
credibility,Qwen/Qwen2.5-72B,tiiuae/falcon-40b,8192,8192,True,0.012963068631323382,0.9646809013192498,0.9517178326879264,True
credibility,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,3584,3584,True,0.21601447095741622,0.9992509809504057,0.7832365099929894,True
credibility,Qwen/Qwen2.5-7B,google/gemma-2-9b,3584,3584,True,0.011737980199906245,0.9944961313826027,0.9827581511826965,True
credibility,Qwen/Qwen2.5-7B,google/gemma-2-9b-it,3584,3584,True,0.018190322221138915,0.9967671544418332,0.9785768322206942,True
credibility,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,3584,3584,True,0.21601447095741622,0.9992509809504061,0.7832365099929899,True
credibility,Qwen/Qwen2.5-7B-Instruct,google/gemma-2-9b,3584,3584,True,-0.011460329212688322,0.9961679686562016,1.00762829786889,True
credibility,Qwen/Qwen2.5-7B-Instruct,google/gemma-2-9b-it,3584,3584,True,-0.0026000691949048566,0.9965920099650787,0.9991920791599835,True
credibility,facebook/opt-1.3b,EleutherAI/pythia-1.4b,2048,2048,True,-0.00039728245681603606,0.9964973355663623,0.9968946180231784,True
credibility,facebook/opt-1.3b,EleutherAI/pythia-1b,2048,2048,True,0.022070689022311976,0.9947301835688717,0.9726594945465596,True
credibility,facebook/opt-1.3b,Qwen/Qwen2.5-3B,2048,2048,True,-0.012868658971774978,0.9946172666640641,1.007485925635839,True
credibility,facebook/opt-1.3b,Qwen/Qwen2.5-3B-Instruct,2048,2048,True,-0.031169309640662182,0.9978861075547881,1.0290554171954502,True
credibility,facebook/opt-1.3b,meta-llama/Llama-3.2-1B,2048,2048,True,-0.014417539104214316,0.9761463443681242,0.9905638834723385,True
credibility,facebook/opt-1.3b,meta-llama/Llama-3.2-1B-Instruct,2048,2048,True,-0.003192551421241639,0.9979996244117949,1.0011921758330364,True
credibility,facebook/opt-125m,EleutherAI/gpt-neo-125m,768,768,True,0.055608058442476085,0.9993339021352873,0.9437258436928112,True
credibility,facebook/opt-125m,EleutherAI/pythia-160m,768,768,True,-0.0070203451264130405,0.9986338540165706,1.0056541991429837,True
credibility,facebook/opt-125m,openai-community/gpt2,768,768,True,-0.008332198501367231,0.9992170383107646,1.0075492368121317,True
credibility,facebook/opt-2.7b,EleutherAI/pythia-2.8b,2560,2560,True,0.010872467487418176,0.9964145110682447,0.9855420435808265,True
credibility,facebook/opt-2.7b,microsoft/phi-2,2560,2560,True,-0.01233820467533234,0.9774219548176706,0.9897601594930029,True
credibility,facebook/opt-350m,EleutherAI/pythia-410m,1024,1024,True,0.008613222166992767,0.9959182713164639,0.9873050491494711,True
credibility,facebook/opt-350m,openai-community/gpt2-medium,1024,1024,True,0.025942776349816725,0.9990431434355462,0.9731003670857296,True
credibility,facebook/opt-6.7b,EleutherAI/pythia-6.9b,4096,4096,True,0.010198894901685393,0.9648477869874202,0.9546488920857349,True
credibility,facebook/opt-6.7b,meta-llama/Llama-3.1-8B,4096,4096,True,0.024507430229297304,0.9967541706633117,0.9722467404340144,True
credibility,facebook/opt-6.7b,meta-llama/Llama-3.1-8B-Instruct,4096,4096,True,0.022373449271495812,0.9962529102158141,0.9738794609443183,True
credibility,facebook/opt-6.7b,mistralai/Mistral-7B-Instruct-v0.3,4096,4096,True,0.017491161650871365,0.9948628365128646,0.9773716748619932,True
credibility,facebook/opt-6.7b,mistralai/Mistral-7B-v0.3,4096,4096,True,0.023843364141642034,0.9960004028212708,0.9721570386796288,True
credibility,google/gemma-2-2b,google/gemma-2-2b-it,2304,2304,True,0.7493854493834613,0.9797249266970696,0.23033947731360827,True
credibility,google/gemma-2-2b-it,google/gemma-2-2b,2304,2304,True,0.7493854493834613,0.9797249266970697,0.23033947731360838,True
credibility,google/gemma-2-9b,Qwen/Qwen2.5-7B,3584,3584,True,0.011737980199906245,0.9944961313826027,0.9827581511826965,True
